activity_id,company_id,contact_id,deal_id,activity_type,activity_date,outcome,owner_id
act_0338,co_0024,ct_0048,deal_0098,Call,2026-04-06,Positive,own_002
act_0339,co_0024,ct_0047,deal_0098,Email,2026-04-06,Completed,own_002
act_0340,co_0063,ct_0117,deal_0099,Email,2026-08-10,Positive,own_002
act_0341,co_0063,ct_0117,deal_0099,Call,2026-08-05,Rescheduled,own_002
act_0342,co_0063,ct_0117,deal_0099,Call,2026-08-15,Completed,own_002
act_0343,co_0063,ct_0117,deal_0099,Task,2026-08-18,Follow-up needed,own_002
act_0344,co_0063,ct_0117,deal_0099,Meeting,2026-07-10,Positive,own_002
act_0345,co_0063,ct_0117,deal_0099,Email,2026-07-31,Completed,own_002
act_0346,co_0071,ct_0133,deal_0100,Task,2026-10-06,Follow-up needed,own_001
act_0347,co_0071,ct_0132,deal_0100,Demo,2026-09-15,No response,own_001
act_0348,co_0071,ct_0132,deal_0100,Call,2026-09-09,Completed,own_001
